district-name,state,nces-id,website-url
KNIGHTS FERRY ELEMENTARY,California,0620010,http://www.knightsferryesd.org
KNIGHTSEN ELEMENTARY,California,0620040,http://www.knightsen.k12.ca.us
KNIPPA ISD,Texas,4825800,NA
KNOB NOSTER R-VIII,Missouri,2916830,http://WWW.KNOBNOSTER.K12.MO.US
KNOTT COUNTY,Kentucky,2103120,NA
KNOWLTON TOWNSHIP SCHOOL DISTRICT,New Jersey,3408070,http://www.knowltonschool.com
KNOX CITY-O'BRIEN CISD,Texas,4825870,http://www.knoxcityschools.net/
KNOX CO. R-I,Missouri,2911280,http://WWW.KNOX.K12.MO.US
KNOX COMMUNITY SCHOOL CORP,Indiana,1805340,http://www.knox.k12.in.us
KNOX COUNTY,Kentucky,2103150,NA
KNOX COUNTY,Tennessee,4702220,http://www.kcs.k12tn.net
KNOX COUNTY ESC,Ohio,3904781,NA
KNOX COUNTY JVSD,Ohio,3905114,http://www.knoxcc.org
KNOX WARREN SPEC ED DISTRICTS,ILLINOIS,1701432,NA
KNOXVILLE COMM SCHOOL DISTRICT,Iowa,1915840,http://www.knoxville.k12.ia.us
KNOXVILLE CUSD 202,Illinois,1721390,NA
KODIAK ISLAND BOROUGH SCHOOL DISTRICT,Alaska,0200480,http://www.kibsd.org
KOHLER SCHOOL DISTRICT,Wisconsin,5507500,http://www.kohlerpublicschools.org
KOKOMO SCHOOL CORPORATION,Indiana,1805370,http://www.kokomo.k12.in.us/
KOMAREK SD 94,Illinois,1721420,NA
KONAWA,Oklahoma,4016710,http://konawa.k12.ok.us/
KONOCTI UNIFIED,California,0620070,http://www.konoctiusd.org
KOOTENAI DISTRICT,Idaho,1601740,NA
KOPPERL ISD,Texas,4825890,http://www.kopperlisd.org
KOSCIUSKO SCHOOL DISTRICT,Mississippi,2802340,http://www.ksd.k12.ms.us
KOUNTZE ISD,Texas,4825920,http://www.kountzeisd.org
KREBS,Oklahoma,4016720,http://krebs.k12.ok.us
KREIVA ACADEMY PUBLIC CHARTER SCHOOL DISTRICT,NEW HAMPSHIRE,3303308,NA
KREMLIN-HILLSDALE,Oklahoma,4016740,http://www.kremlin.k12.ok.us
KRESS ISD,Texas,4825950,http://www.kressonline.net
KRUM ISD,Texas,4825980,http://www.krumisd.net
KTEC - KOOTENAI TECH ED CAMPUS,Idaho,1600167,NA
KULM 7,North Dakota,3810500,http://www.kulmschool.com
KUNA JOINT DISTRICT,Idaho,1601770,NA
KUSPUK SCHOOL DISTRICT,Alaska,0200760,http://www.kuspuk.org
KUTZTOWN AREA SD,Pennsylvania,4212930,http://www.kasd.org
KUUMBA ACADEMY CHARTER SCHOOL,Delaware,1000014,http://www.kuumbaacademycharter.com
KYRENE ELEMENTARY DISTRICT,Arizona,0404230,http://www.kyrene.org
L'ANSE AREA SCHOOLS,Michigan,2600018,http://www.lanseschools.org
L'ANSE CREUSE PUBLIC SCHOOLS,Michigan,2621870,http://www.lc-ps.org
L. HOLLINGWORTH SCHOOL FOR TALENTED AND GIFTED,Ohio,3901339,http://www.hollingworthschool.com/
LA ACADEMIA DE ESTRELLAS,Texas,4800270,http://www.laetx.org
LA ACADEMIA DOLORES HUERTA,NEW MEXICO,3500166,NA
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Pennsylvania,4200026,NA
LA CANADA UNIFIED,California,0620130,http://www.lcusd.net
LA CASA DE ESPERANZA CHARTER SCHOOL AGENCY,WISCONSIN,5500073,http://www.lacasadeesperanza.org
LA CENTER SCHOOL DISTRICT,Washington,5304170,http://www.lacenterschools.org
LA CIMA CHARTER SCHOOL,New York,3600961,http://www.lacimacharterschool.org
LA CONNER SCHOOL DISTRICT,Washington,5304110,NA
LA CRESCENT MONTESSORI & STEM SCHOO,Minnesota,2700178,http://www.lacrescentmontessori.com/
LA CRESCENT-HOKAH SCHOOL DISTRICT,Minnesota,2717250,http://www.isd300.k12.mn.us/
LA CROSSE SCHOOL DISTRICT,Wisconsin,5507530,http://www.lacrosseschools.org
LA FARGE SCHOOL DISTRICT,Wisconsin,5507560,http://www.lafarge.k12.wi.us
LA FARGEVILLE CENTRAL SCHOOL DISTRICT,New York,3616380,http://www.lafargevillecsd.org
LA FE PREPARATORY SCHOOL,Texas,4800286,NA
LA FERIA ISD,Texas,4826040,http://www.laferiaisd.org
LA GLORIA ISD,Texas,4826070,http://www.lagloriaisd.esc2.net
LA GRANDE SD 1,Oregon,4107200,http://www.lagrandesd.org/
LA GRANGE ISD,Texas,4826100,http://www.lgisd.net
LA GRANGE SD 102,Illinois,1721600,NA
LA GRANGE SD 105 SOUTH,Illinois,1721630,NA
LA HABRA CITY ELEMENTARY,California,0620190,http://www.lahabraschools.org
LA HARPE CSD 347,Illinois,1701381,NA
LA HONDA-PESCADERO UNIFIED,California,0620220,http://www.lhpusd.com
LA JOYA ISD,Texas,4826130,http://www.lajoyaisd.com/
LA MESA-SPRING VALLEY,California,0620250,http://www.lmsvsd.org
LA MOILLE CUSD 303,Illinois,1721680,NA
LA MONTE R-IV,Missouri,2916920,http://WWW.LAMONTE.K12.MO.US
LA PLATA R-II,Missouri,2916950,http://laplata.k12.mo.us
LA PORTE ISD,Texas,4826190,http://www.lpisd.org
LA PROMESA EARLY LEARNING,New Mexico,3500134,NA
LA PRYOR ISD,Texas,4826250,http://www.lapryor.net
LA PUENTE VALLEY ROP,California,0601393,http://www.lpvrop.org
LA PUENTE VALLEY ROP,California,0600103,http://www.lpvrop.org
LA SALLE CHARTER SCHOOL,MISSOURI,2900611,http://www.lasallemiddleschool.org
LA SALLE ESD 122,Illinois,1722080,NA
LA SALLE-PERU AREA CAREER CTR,Illinois,1700155,NA
LA SALLE-PERU TWP HSD 120,Illinois,1722110,NA
LA SALLE/MARSHALL/PUTNAM ROE,Illinois,1700194,NA
LA SCHOOLS FOR THE DEAF AND VISUALLY IMPAIRED,Louisiana,2200018,NA
LA TIERRA COMMUNITY SCHOOL  INC,Arizona,0400844,NA
LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,New Mexico,3500155,NA
LA VEGA ISD,Texas,4826280,http://www.lavegaisd.org
LA VERNIA ISD,Texas,4826310,http://www.lvisd.org
LA VETA SCHOOL DISTRICT RE-2,Colorado,0805160,http://lvk12.org/
LA VILLA ISD,Texas,4826340,http://www.lavillaisd.org
LABBB COLLABORATIVE,MASSACHUSETTS,2500574,http://www.labbb.com
LABETTE COUNTY,Kansas,2003300,http://www.usd506.org
LABORATORY CS,Pennsylvania,4200044,http://www.thelaboratorycharterschool.com/
LABRAE LOCAL,Ohio,3905024,http://labrae.school
LAC DU FLAMBEAU #1 SCHOOL DISTRICT,Wisconsin,5504620,http://www.ldfschool.org
LAC QUI PARLE VALLEY SCHOOL DIST.,Minnesota,2700125,http://www.lqpv.org
LACEY TOWNSHIP SCHOOL DISTRICT,New Jersey,3408100,http://www.laceyschools.org
LACKAWANNA CITY SCHOOL DISTRICT,New York,3616440,http://www.lackawannaschools.org
LACKAWANNA TRAIL SD,Pennsylvania,4212990,http://www.ltsd.org
LACKLAND ISD,Texas,4826370,http://www.lacklandisd.net
LACLEDE CO. C-5,Missouri,2917000,http://WWW.JEBC5.K12.MO.US/
LACLEDE CO. R-I,Missouri,2910110,http://www.lacledecountyr1.com
LACONIA SAU OFFICE,New Hampshire,3399930,NA
LACONIA SCHOOL DISTRICT,New Hampshire,3304140,NA
LACROSSE,Kansas,2008220,http://www.usd395.org
LACROSSE SCHOOL DISTRICT,Washington,5304150,http://www.lax.wednet.edu
LADD CCSD 94,Illinois,1721510,NA
LADUE,Missouri,2917820,http://www.ladueschools.net
LADY LIBERTY ACADEMY CHARTER SCHOOL,New Jersey,3400077,http://www.llacs.org
LADYSMITH SCHOOL DISTRICT,Wisconsin,5507590,http://www.ladysmith.k12.wi.us
LAFAYETTE,Florida,1201020,http://lafayette.schooldesk.net
LAFAYETTE ACADEMY,LOUISIANA,2200224,NA
LAFAYETTE CENTRAL SCHOOL DISTRICT,New York,3616410,http://www.lafayetteschools.org
LAFAYETTE CHARTER FOUNDATION,LOUISIANA,2200235,NA
LAFAYETTE CO SCHOOL DIST,Mississippi,2802370,http://gocommodores.org
LAFAYETTE CO. C-1,Missouri,2914400,http://WWW.HUSKERS.K12.MO.US
LAFAYETTE COUNTY SCHOOL DISTRICT,Arkansas,0500065,http://lafayette.k12.ar.us/
LAFAYETTE ELEMENTARY,California,0620310,http://www.lafsd.org
LAFAYETTE PARISH,Louisiana,2200870,NA
LAFAYETTE PREPARATORY ACADEMY,Missouri,2900606,http://www.lafayetteprep.org
LAFAYETTE PUBLIC CHARTER SCHOOL,Minnesota,2700174,http://www.lafayettecharter.k12.mn.us
LAFAYETTE REGIONAL SCHOOL DISTRICT,New Hampshire,3304150,NA
LAFAYETTE SCHOOL CORPORATION,Indiana,1805400,http://www.lsc.k12.in.us/
LAFAYETTE TOWNSHIP SCHOOL DISTRICT,New Jersey,3408130,http://www.ltes.org
LAFOURCHE PARISH,Louisiana,2200900,NA
LAGO VISTA ISD,Texas,4826400,http://www.lagovistaisd.net
LAGRANGE AREA DEPT SPEC ED-LADSE,Illinois,1721590,NA
LAGRANGE HIGHLANDS SD 106,Illinois,1719110,NA
LAGUNA BEACH UNIFIED,California,0620370,http://www.lbusd.org
LAGUNA JOINT ELEMENTARY,California,0620430,http://www.lagunaschool.org
LAGUNITA ELEMENTARY,California,0620490,http://sites.google.com/site/lagunitaschooldistrict/
LAGUNITAS ELEMENTARY,California,0620520,http://www.lagunitas.org
LAINGSBURG COMMUNITY SCHOOLS,Michigan,2620550,NA
LAKE,Montana,3000042,http://www.lakecounty-mt.org
LAKE,Florida,1201050,http://www.lake.k12.fl.us/
LAKE AGASSIZ SPECIAL ED. COOP.,Minnesota,2700040,NA
LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,Alaska,0200485,http://www.lpsd.com
LAKE AREA CAREER & TECHNICAL CENTER,North Dakota,3880640,http://www.edlinesites.net/pages/Devils_Lake_High_School/LACTC
LAKE AREA NEW TECH EARLY COLLEGE HIGH SCHOOL,LOUISIANA,2200261,NA
LAKE ARTHUR MUNICIPAL SCHOOLS,New Mexico,3501470,NA
LAKE BENTON PUBLIC SCHOOL DISTRICT,Minnesota,2717460,http://www.lakebentonschool.org
LAKE BLUFF ESD 65,Illinois,1721720,NA
LAKE CENTRAL SCHOOL CORPORATION,Indiana,1805450,http://www.lcsc.us/
LAKE CHARLES CHARTER ACADEMY FOUNDATION INC.,Louisiana,2200158,NA
LAKE CHARLES COLLEGE PREP,LOUISIANA,2200198,NA
LAKE CHELAN SCHOOL DISTRICT,Washington,5301200,http://www.chelanschools.org
LAKE CITY AREA SCHOOL DISTRICT,Michigan,2620610,NA
LAKE CITY PUBLIC SCHOOL DISTRICT,Minnesota,2717520,http://www.lake-city.k12.mn.us/
LAKE CO HIGH SCHOOLS TECH CAMPUS,Illinois,1700280,NA
LAKE COUNTRY SCHOOL DISTRICT,Wisconsin,5500013,http://www.mylakecountryschool.org
LAKE COUNTY,Tennessee,4702280,http://www.lake.k12.tn.us
LAKE COUNTY AREA VOC SYSTEM,Illinois,1700281,NA
LAKE COUNTY ESC,Ohio,3904786,NA
LAKE COUNTY OFFICE OF EDUCATION,California,0691014,http://www.lake-coe.k12.ca.us
LAKE COUNTY ROP,California,0600078,NA
LAKE COUNTY SCHOOL DISTRICT NO. R-1,Colorado,0805190,http://www.lakecountyschools.net
LAKE COUNTY SD 7,Oregon,4107280,http://www.lakeview.k12.or.us
LAKE CRYSTAL-WELLCOME MEMORIAL,Minnesota,2791445,http://isd2071.k12.mn.us
LAKE DALLAS ISD,Texas,4826430,http://www.ldisd.net
LAKE ELEMENTARY,California,0620610,http://www.lakeschool.org
LAKE ELSINORE UNIFIED,California,0600027,http://www.leusd.k12.ca.us
LAKE ERIE COLLEGE PREPARATORY SCHOOL,Ohio,3901499,http://lakeerieprep.org/
LAKE ERIE INTERNATIONAL HIGH SCHOOL,Ohio,3900277,http://www.lakeeriehigh.org
LAKE ESD,Oregon,4100031,http://www.lakeesd.k12.or.us
LAKE FENTON COMMUNITY SCHOOLS,Michigan,2620670,http://www.lakefentonschools.org
LAKE FOREST CHSD 115,Illinois,1721780,NA
LAKE FOREST ELEMENTARY CHARTER SCHOOL,LOUISIANA,2200282,NA
LAKE FOREST SCHOOL DISTRICT,Delaware,1000790,http://www.lf.k12.de.us
LAKE FOREST SD 67,Illinois,1721750,NA
LAKE GENEVA J1 SCHOOL DISTRICT,Wisconsin,5507620,http://lakegenevaschools.com
LAKE GENEVA-GENOA CITY UHS SCHOOL DISTRICT,Wisconsin,5507650,http://lakegenevaschools.com
LAKE GEORGE CENTRAL SCHOOL DISTRICT,New York,3616470,http://www.lkgeorge.org
LAKE HAMILTON SCHOOL DISTRICT,Arkansas,0508610,http://wolves.k12.ar.us
LAKE HAVASU UNIFIED DISTRICT,Arizona,0404280,http://www.havasu.k12.az.us
LAKE HOLCOMBE SCHOOL DISTRICT,Wisconsin,5507680,http://www.lakeholcombe.k12.wi.us
LAKE LINDEN-HUBBELL SCHOOL DISTRICT,Michigan,2620700,http://www.lakelinden.k12.mi.us
LAKE LOCAL,Ohio,3904986,http://www.lakelocal.org/
LAKE LOCAL,Ohio,3905069,http://www.lakeschools.org/
LAKE LURE CLASSICAL ACADEMY,North Carolina,3700318,http://www.llca.teamcfa.school
LAKE MILLS AREA SCHOOL DISTRICT,Wisconsin,5507710,http://www.lakemills.k12.wi.us
LAKE MILLS COMM SCHOOL DISTRICT,Iowa,1916110,http://www.lake-mills.k12.ia.us
LAKE NORMAN CHARTER,North Carolina,3700064,http://www.lncharter.org
LAKE OF THE WOODS SCHOOL DISTRICT,Minnesota,2717570,http://www.lakeofthewoodsschool.org
LAKE ORION COMMUNITY SCHOOLS,Michigan,2620730,NA
LAKE OSWEGO SD 7J,Oregon,4107230,http://www.loswego.k12.or.us
LAKE PARK AUDUBON SCHOOL DISTRICT,Minnesota,2700162,http://www.lakeparkaudubon.com
LAKE PARK CHSD 108,Illinois,1721840,NA
LAKE PEND OREILLE SCHOOL DISTRICT,Idaho,1600002,NA
LAKE PLACID CENTRAL SCHOOL DISTRICT,New York,3616500,http://www.lpcsd.org
LAKE PLEASANT CENTRAL SCHOOL DISTRICT,New York,3616530,http://www.lpschool.com
LAKE PRESTON SCHOOL DISTRICT 38-3,South Dakota,4639990,http://www.lakepreston.k12.sd.us
LAKE QUINAULT SCHOOL DISTRICT,Washington,5307050,NA
LAKE REGION SPECIAL ED UNIT,North Dakota,3880280,http://www.lrse-nd.org
LAKE REGION UHSD #24,Vermont,5005050,http://www.lruhs.org/
LAKE RIDGE NEW TECH SCHOOLS,Indiana,1805460,http://www.lakeridge.k12.in.us/
LAKE ROE,Illinois,1700193,NA
LAKE SHORE PUBLIC SCHOOLS (MACOMB),Michigan,2632670,http://www.lakeshoreschools.org
LAKE STATION COMMUNITY SCHOOLS,Indiana,1802910,http://www.lakes.k12.in.us
LAKE STEVENS SCHOOL DISTRICT,Washington,5304200,http://www.lkstevens.wednet.edu
LAKE SUPERIOR ACADEMY,MICHIGAN,2601093,NA
LAKE SUPERIOR PUBLIC SCHOOL DIST.,Minnesota,2740740,http://www.isd381.k12.mn.us
LAKE TAHOE UNIFIED,California,0620640,http://www.ltusd.org
LAKE TRAVIS ISD,Texas,4826470,http://www.ltisdschools.org
LAKE VIEW PLT. PUBLIC SCHOOLS,Maine,2300059,NA
LAKE VILLA CCSD 41,Illinois,1721870,NA
LAKE WALES CHARTER SCHOOLS,Florida,1200080,http://lwcharterschools.com
LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,Washington,5300313,NA
LAKE WASHINGTON SCHOOL DISTRICT,Washington,5304230,http://www.lwsd.org
LAKE WORTH ISD,Texas,4826490,http://www.lwisd.org
LAKE ZURICH CUSD 95,Illinois,1721900,NA
LAKE-LEHMAN SD,Pennsylvania,4213020,http://www.lake-lehman.k12.pa.us
LAKEHURST SCHOOL DISTRICT,New Jersey,3408160,http://www.lakehurstschool.org
LAKELAND,TENNESSEE,4700154,http://www.lakelandk12.org
LAKELAND ACADEMY COMMUNITY SCHOOL,Ohio,3901363,http://www.lakeland-academy.org/index.htm
LAKELAND CENTRAL SCHOOL DISTRICT,New York,3616620,http://www.lakelandschools.org
LAKELAND DISTRICT,Idaho,1601800,NA
LAKELAND R-III,Missouri,2910520,http://WWW.LAKELAND.K12.MO.US
LAKELAND REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3408190,http://www.lakeland.k12.nj.us
LAKELAND SCHOOL CORPORATION,Indiana,1805520,http://www.lakelandlakers.org/
LAKELAND SD,Pennsylvania,4213050,http://www.lakelandsd.org/
LAKELAND UHS SCHOOL DISTRICT,Wisconsin,5509630,http://www.luhs.k12.wi.us
LAKEPORT UNIFIED,California,0620670,http://www.lakeport.k12.ca.us
LAKES INTERNATIONAL LANGUAGE ACADEM,Minnesota,2700358,http://www.lakesinternational.org
LAKESHORE INTERGENERATIONAL SCHOOL,OHIO,3901564,http://www.tisonline.org/lakeshore-intergenerational-school/
LAKESHORE SCHOOL DISTRICT (BERRIEN),Michigan,2620820,http://www.lakeshoreschools.k12.mi.us/
LAKESIDE CHARTER SCHOOL,Michigan,2601063,NA
LAKESIDE JOINT,California,0620700,http://www.lakesidelosgatos.org
LAKESIDE SCHOOL,Oklahoma,4000063,NA
LAKESIDE SCHOOL DISTRICT,Arkansas,0508670,http://lakesidesd.org
LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Arkansas,0508640,http://www.lakeside.k12.ar.us.
LAKESIDE UNION,California,0620730,http://www.lakesideusd.org
LAKESIDE UNION ELEMENTARY,California,0620790,http://www.lsusd.net
LAKESIDE UNION ELEMENTARY,California,0620760,http://www.lakeside.k12.ca.us
LAKEVIEW ACADEMY,Utah,4900043,http://www.lakeview-academy.com
LAKEVIEW COMMUNITY SCHOOLS,Nebraska,3100112,NA
LAKEVIEW COMMUNITY SCHOOLS (MONTCALM),Michigan,2620910,http://www.LakeviewSchools.net
LAKEVIEW LOCAL,Ohio,3905018,http://www.lakeviewlocal.org/
LAKEVIEW PUBLIC SCHOOLS (MACOMB),Michigan,2620880,http://www.lakeview.misd.net/
LAKEVIEW SCH. DISTRICT (CALHOUN),Michigan,2620850,http://www.lakeviewspartans.org
LAKEVIEW SCHOOL DISTRICT,Minnesota,2700088,http://www.lakeview2167.com
LAKEVIEW SD,Pennsylvania,4213080,http://www.lakeview.k12.pa.us
LAKEVIEW USD #43,Vermont,5000003,http://lakeview.ossu.org/
LAKEVILLE COMMUNITY SCHOOL DISTRICT,Michigan,2620940,http://www.lakevilleschools.org
LAKEVILLE PUBLIC SCHOOL DISTRICT,Minnesota,2717780,http://www.isd194.k12.mn.us/
LAKEVILLE PUBLIC SCHOOLS,Maine,2307200,http://www.msad30.org
LAKEWOOD CITY,Ohio,3904419,http://www.lakewoodcityschools.org/
LAKEWOOD CITY ACADEMY,Ohio,3900568,http://www.lakewoodcityschools.org/2/Home
LAKEWOOD LOCAL,Ohio,3904799,http://www.lakewoodlocal.k12.oh.us/
LAKEWOOD PUBLIC SCHOOLS,Michigan,2620980,http://www.lakewoodps.org
LAKEWOOD SCHOOL DISTRICT,Washington,5304260,NA
LAKEWOOD TOWNSHIP SCHOOL DISTRICT,New Jersey,3408220,http://www.lakewoodpiners.org
LAKIN,Kansas,2008280,http://www.usd215.org/
LAKOTA 66,North Dakota,3810600,http://lakota-nd.schoolloop.com/
LAKOTA LOCAL,Ohio,3904956,http://www.lakotaschools.org
LAKOTA LOCAL,Ohio,3904611,http://www.lakotaonline.com/
LAMAR CISD,Texas,4826580,http://www.lcisd.org/
LAMAR COUNTY,Georgia,1303210,http://lamar.k12.ga.us
LAMAR COUNTY,Alabama,0101950,http://lamarcountyschoolsal.net
LAMAR COUNTY SCHOOL DISTRICT,Mississippi,2802400,http://ww.lamarcountyschools.org
LAMAR R-I,Missouri,2917850,http://www.lamar.k12.mo.us/
LAMAR SCHOOL DISTRICT,Arkansas,0508700,http://lamarwarriors.org
LAMAR SCHOOL DISTRICT NO. RE-2,Colorado,0805220,http://www.lamarschools.org
LAMBERT ELEM,Montana,3015990,http://lps.schoolwires.net
LAMBERT H S,Montana,3016020,http://lps.schoolwires.net/lps/site/default.asp
LAME DEER ELEM,Montana,3016050,http://www.lamedeer.k12.mt.us
LAME DEER H S,Montana,3000095,http://lamedeer.k12.mt.us
LAMESA ISD,Texas,4826610,http://www.lamesa.esc17.net
LAMMERSVILLE JOINT UNIFIED,California,0601410,http://www.lammersvilleschooldistrict.net
LAMOILLE NORTH MODIFIED USD #058A,VERMONT,5000401,http://lnsu.cloudaccess.net/
LAMOILLE NORTH MODIFIED USD #058B,VERMONT,5000397,http://lnsu.cloudaccess.net/
LAMOILLE NORTH SUPERVISORY UNION,Vermont,5099925,http://lnsu.cloudaccess.net/
LAMOILLE SOUTH SUPERVISORY UNION,Vermont,5099926,http://www.lamoillesouthsu.org/
LAMOINE PUBLIC SCHOOLS,Maine,2307250,NA
LAMONI COMM SCHOOL DISTRICT,Iowa,1916320,http://www.lamonischools.org
LAMONT ELEMENTARY,California,0620850,http://www.lamontschooldistrict.org
LAMONT SCHOOL DISTRICT,Washington,5304290,NA
LAMOTTE ELEM,Montana,3016110,http://lamotteschool.com
LAMOURE 8,North Dakota,3810740,http://www.lamoure.k12.nd.us/
LAMPASAS ISD,Texas,4826640,http://www.lisdtx.org
LAMPETER-STRASBURG SD,Pennsylvania,4213110,http://www.l-spioneers.org
LAMPHERE PUBLIC SCHOOLS,Michigan,2621120,http://www.lamphereschools.org
LANCASTER 01,South Carolina,4502580,http://www.lancastercsd.com/
LANCASTER CENTRAL SCHOOL DISTRICT,New York,3616680,http://www.lancasterschools.org
LANCASTER CITY,Ohio,3904420,http://www.lancaster.k12.oh.us/
LANCASTER CO PBLC SCHS,Virginia,5102160,http://www.lcs.k12.va.us
LANCASTER COMMUNITY SCHOOL DISTRICT,Wisconsin,5507770,http://www.lancastersd.k12.wi.us
LANCASTER COUNTY CTC,Pennsylvania,4280270,http://www.lcctc.org
LANCASTER ELEMENTARY,California,0620880,http://www.lancsd.org
LANCASTER ISD,Texas,4826670,http://www.lancasterisd.org
LANCASTER PUBLIC SCHOOL DISTRICT,Minnesota,2717880,http://www.lancaster.k12.mn.us
LANCASTER SD,Pennsylvania,4213140,http://www.lancaster.k12.pa.us/
LANCASTER-LEBANON IU 13,Pennsylvania,4289230,http://www.iu13.org
LANDAFF SCHOOL DISTRICT,New Hampshire,3304170,NA
LANDER COUNTY SCHOOL DISTRICT,Nevada,3200240,NA
LANDMARK ACADEMY,Michigan,2600220,http://landmarkacademy.net
LANE,Oklahoma,4017040,http://lanepublicschool.com/
LANE ESD,Oregon,4100032,http://www.lesd.k12.or.us
LANESBORO PUBLIC SCHOOL DISTRICT,Minnesota,2717910,http://www.lanesboro.k12.mn.us
LANESBOROUGH,Massachusetts,2506630,http://www.lanesboroughschool.org
LANESVILLE COMMUNITY SCHOOL CORP,Indiana,1803720,http://www.lanesville.k12.in.us/
LANETT CITY,Alabama,0101980,http://www.lanettcityschools.org
LANEVILLE ISD,Texas,4826700,http://www.lanevilleisd.org
LANGDON AREA 23,North Dakota,3810810,http://www.langdon.k12.nd.us
LANGFORD AREA 45-5,South Dakota,4640860,http://www.langford.k12.sd.us
LANGSTON HUGHES ACAD ARTS-TECH,OKLAHOMA,4000794,http://www.lhatt.com
LANGSTON HUGHES CHARTER ACADEMY,LOUISIANA,2200206,NA
LANGTREE CHARTER ACADEMY,North Carolina,3700331,http://langtreecharter.org
LANIER COUNTY,Georgia,1303240,NA
LANSING,Kansas,2008340,http://www.usd469.net
LANSING CENTRAL SCHOOL DISTRICT,New York,3616710,http://www.lcsd.k12.ny.us
LANSING CHARTER ACADEMY,Michigan,2600959,http://lansing.heritageacademies.com/
LANSING CORRECTIONAL FACILITY,Kansas,2000025,NA
LANSING PUBLIC SCHOOL DISTRICT,Michigan,2621150,http://www.lansingschools.net
LANSING SD 158,Illinois,1722020,NA
LANSINGBURGH CENTRAL SCHOOL DISTRICT,New York,3616740,http://www.lansingburgh.org
LAONA SCHOOL DISTRICT,Wisconsin,5507830,http://www.laona.k12.wi.us
LAPEER COMMUNITY SCHOOLS,Michigan,2621180,NA
LAPEER ISD,Michigan,2680660,NA
LAPORTE COMMUNITY SCHOOL CORP,Indiana,1805580,http://www.lpcsc.k12.in.us/
LAPORTE COUNTY SUPERINTENDENT,Indiana,1800001,NA
LAPORTE PUBLIC SCHOOL DISTRICT,Minnesota,2717940,http://laporte.k12.mn.us/
LAPOYNOR ISD,Texas,4826220,http://www.lapoynorisd.net/
LAPWAI DISTRICT,Idaho,1601830,NA
LAQUEY R-V,Missouri,2917880,http://WWW.LAQUEY.K12.MO.US
LARAMIE COUNTY SCHOOL DISTRICT #1,Wyoming,5601980,http://www.laramie1.org
LARAMIE COUNTY SCHOOL DISTRICT #2,Wyoming,5604120,http://laramie2.org
LARAWAY CCSD 70C,Illinois,1722050,NA
LAREDO ISD,Texas,4826790,http://www.laredoisd.org
LAREDO R-VII,Missouri,2917910,NA
LARIMER R-1 POUDRE,Colorado,0800249,NA
LARIMER R-2J THOMPSON,Colorado,0800251,NA
LARIMER R-3 PARK,Colorado,0800267,NA
LARIMORE 44,North Dakota,3810860,http://www.larimorek12.org
LARKSPUR-CORTE MADERA,California,0620910,http://www.lcmschools.org
LARNED JUVENILE CORRECTION,Kansas,2000352,NA
LARUE COUNTY,Kentucky,2103180,NA
LAS AMERICAS ASPIRA ACADEMY,Delaware,1000050,http://www.aspiraacademy.org/
LAS ANIMAS SCHOOL DISTRICT NO. RE-1,Colorado,0805250,http://la-schools.com
LAS CRUCES PUBLIC SCHOOLS,New Mexico,3501500,NA
LAS LOMITAS ELEMENTARY,California,0622380,http://www.llesd-ca.schoolloop.com
LAS MONTANAS CHARTER,NEW MEXICO,3500168,NA
LAS VEGAS CITY PUBLIC SCHOOLS,New Mexico,3501530,NA
LAS VIRGENES UNIFIED,California,0621000,http://www.lvusd.org
LASALLE PARISH,Louisiana,2200960,NA
LASALLE PUTNAM ALLIANCE,Illinois,1700228,NA
LASARA ISD,Texas,4826850,http://www.lasaraisd.net
LASSEN COUNTY OFFICE OF EDUCATION,California,0691015,http://www.lcoe.org
LASSEN ROP,California,0600079,NA
LASSEN UNION HIGH,California,0621060,http://district.lassenhigh.org
LASSEN VIEW UNION ELEMENTARY,California,0621090,http://www.lassenview.org
LATEXO ISD,Texas,4826910,http://www.latexoisd.net/
LATHROP R-II,Missouri,2917970,http://lathropschools.com
LATIN AMERICAN MONTESSORI BILINGUAL PCS,District of Columbia,1100032,http://www.lambpcs.org
LATON JOINT UNIFIED,California,0621150,http://www.laton.k12.ca.us
LATROBE,California,0621180,http://www.latrobeschool.com
LATTA,Oklahoma,4017190,http://www.latta.k12.ok.us
LAUDERDALE CO SCHOOL DIST,Mississippi,2802430,NA
LAUDERDALE COUNTY,Alabama,0102010,http://www.lcschools.org
LAUDERDALE COUNTY,Tennessee,4702310,http://www.lced.net/
LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,New York,3601059,http://www.launchschool.net
LAURA JEFFREY ACADEMY CHARTER,Minnesota,2700292,http://www.laurajeffreyacademy.org
LAUREL COUNTY,Kentucky,2103210,NA
LAUREL ELEM,Montana,3016200,http://www.laurel.k12.mt.us
LAUREL H S,Montana,3016230,http://www.laurel.k12.mt.us
LAUREL HIGHLANDS SD,Pennsylvania,4213320,http://www.lhsd.org
LAUREL OAKS BEHAVIORAL HEALTH CENTER,Alabama,0100042,NA
LAUREL OAKS CHARTER SCHOOL,LOUISIANA,2200271,NA
